# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-ERAD-475
# Selected columns: 18 (all)
# Timestamp: Sun, 12-Nov-2023 06:21:53
Gene ID	Gene Name	zygote	cleavage 2-cell	blastula 128-cell	blastula 1k-cell	blastula dome	gastrula 50%-epiboly	gastrula shield	gastrula 75%-epiboly	segmentation 1-4 somites	segmentation 14-19 somites	segmentation 20-25 somites	pharyngula prim-5	pharyngula prim-15	pharyngula prim-25	hatching long-pec	larval protruding mouth	larval day 4	larval day 5
ENSDARG00000062651	zc3hc1	131.0	141.0	271.0	264.0	304.0	187.0	98.0	64.0	72.0	58.0	56.0	54.0	40.0	39.0	28.0	17.0	14.0	9.0
ENSDARG00000062655	ydjc	8.0	16.0	64.0	81.0	50.0	17.0	6.0	6.0	11.0	8.0	11.0	8.0	7.0	7.0	7.0	13.0	9.0	8.0
ENSDARG00000062661	abca4b			0.5			0.2				0.1					0.3	8.0	8.0	8.0
ENSDARG00000062662	lmod3										3.0	7.0	17.0	17.0	15.0	10.0	13.0	13.0	14.0
ENSDARG00000062664	oxnad1	0.4	1.0	6.0	5.0	7.0	6.0	6.0	9.0	11.0	9.0	13.0	11.0	8.0	7.0	7.0	8.0	8.0	7.0
ENSDARG00000062667	mpp3b												0.7	1.0	6.0	5.0	9.0	9.0	11.0
ENSDARG00000062672	kcnj19b									0.4	0.3	0.3	2.0	1.0	2.0	2.0	6.0	5.0	7.0
ENSDARG00000062674	btbd10a	7.0	8.0	38.0	48.0	47.0	54.0	59.0	85.0	52.0	30.0	32.0	25.0	31.0	44.0	54.0	40.0	42.0	41.0
ENSDARG00000062686	megf11											0.7	0.9	1.0	2.0	3.0	8.0	6.0	7.0
ENSDARG00000062687	kcnh7			0.4	1.0	1.0						0.2	0.3	1.0	2.0	3.0	4.0	5.0	4.0
ENSDARG00000062688	gpnmb			0.2				0.5	0.6				0.4	2.0	6.0	20.0	52.0	50.0	41.0
ENSDARG00000062693	nrxn3b						0.6					0.1	0.2	1.0	2.0	4.0	15.0	16.0	16.0
ENSDARG00000062695	ccdc126	10.0	18.0	32.0	35.0	12.0	4.0	4.0	3.0	10.0	10.0	12.0	12.0	12.0	8.0	12.0	10.0	13.0	10.0
ENSDARG00000062696	dgkg	0.5	0.9	2.0	3.0	2.0	1.0	0.3					0.1	0.4	0.5	0.6	1.0	1.0	1.0
ENSDARG00000062699	nkain4	15.0	21.0	37.0	44.0	38.0	35.0	22.0	17.0	29.0	27.0	22.0	16.0	16.0	22.0	13.0	10.0	14.0	15.0
ENSDARG00000062702	ankmy1			0.4	0.4	0.9			0.3	0.3	0.4	1.0	1.0	1.0	2.0	3.0	2.0	2.0	2.0
ENSDARG00000062707	plat		0.7		0.4	1.0	0.5	0.8	1.0	3.0	3.0	2.0	0.4	2.0	1.0	0.9	3.0	3.0	3.0
ENSDARG00000062711	gal3st1a	0.8	0.7	0.9	0.8	1.0	2.0	0.6	0.3	0.6	0.6	1.0	1.0	1.0	1.0	2.0	4.0	5.0	5.0
ENSDARG00000062712	tmem264	0.9	0.8	1.0		3.0											4.0	4.0	5.0
ENSDARG00000062720	pcdh1a					0.1		0.1	0.5	1.0	0.5	1.0	0.9	1.0	2.0	2.0	6.0	8.0	8.0
ENSDARG00000062721	dennd4a		0.7	4.0	3.0	3.0	1.0	0.3	0.8	5.0	2.0	2.0	3.0	3.0	3.0	6.0	8.0	9.0	11.0
ENSDARG00000062727	cep290	7.0	9.0	18.0	16.0	11.0	9.0	8.0	13.0	14.0	10.0	8.0	9.0	7.0	9.0	8.0	9.0	10.0	10.0
ENSDARG00000062744	scn1lab						0.2	0.1			0.2	0.6	1.0	1.0	3.0	5.0	7.0	9.0	10.0
ENSDARG00000062745	socs5b	0.4	2.0	7.0	8.0	2.0	1.0	2.0	3.0	3.0	2.0	3.0	3.0	2.0	3.0	4.0	4.0	6.0	5.0
ENSDARG00000062748	pkn1b	0.8	3.0	26.0	22.0	13.0	1.0	1.0	0.3	0.4		0.4	0.5	1.0	2.0	1.0	2.0	3.0	3.0
ENSDARG00000062749	ino80b	8.0	13.0	56.0	50.0	53.0	77.0	83.0	82.0	61.0	55.0	46.0	26.0	21.0	31.0	18.0	19.0	26.0	20.0
ENSDARG00000062750	si:ch73-74h11.1					0.3	4.0	6.0	4.0	2.0	4.0	10.0	21.0	24.0	15.0	20.0	18.0	16.0	12.0
ENSDARG00000062752	mfap3l	1.0	2.0	5.0	5.0	7.0	8.0	9.0	13.0	23.0	23.0	25.0	25.0	25.0	28.0	26.0	31.0	30.0	24.0
ENSDARG00000062753	naif1	2.0	15.0	33.0	28.0	32.0	5.0	4.0	3.0	3.0	3.0	1.0	2.0	3.0	1.0	3.0		2.0	
ENSDARG00000062756	pllp	0.7	2.0	4.0	3.0	5.0	7.0	6.0	12.0	6.0	5.0	5.0	5.0	5.0	5.0	5.0	19.0	33.0	25.0
ENSDARG00000062757	zgc:158403	14.0	35.0	58.0	59.0	36.0	5.0	1.0	0.7	5.0	6.0	7.0	17.0	8.0	4.0	5.0	5.0	5.0	5.0
ENSDARG00000062758	CR352265.1										4.0	2.0	1.0		2.0	2.0	3.0	4.0	2.0
ENSDARG00000062765	nsd3	1.0	2.0	19.0	21.0	8.0	12.0	12.0	15.0	12.0	10.0	11.0	12.0	14.0	15.0	13.0	9.0	12.0	15.0
ENSDARG00000062770	snx21	13.0	25.0	40.0	48.0	20.0	7.0	4.0	6.0	4.0	5.0	4.0	3.0	3.0	3.0	3.0	2.0	1.0	3.0
ENSDARG00000062780	aifm3									1.0		0.2	0.6	0.3	0.1	0.6	2.0	2.0	2.0
ENSDARG00000062781	glsl									2.0	1.0	2.0	2.0	2.0	1.0	0.9	0.6	1.0	0.8
ENSDARG00000062785	adpgk2	5.0	12.0	19.0	22.0	17.0	16.0	12.0	5.0	3.0	2.0	2.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0
ENSDARG00000062788	irg1l									1.0	0.9		0.4	0.3	1.0	7.0	13.0	10.0	4.0
ENSDARG00000062790	CU639469.1					0.2	0.4	0.5	2.0	13.0	10.0	10.0	14.0	15.0	28.0	37.0	39.0	41.0	43.0
ENSDARG00000062794	trim36	406.0	378.0	172.0	83.0	36.0	11.0	7.0	4.0	7.0	6.0	10.0	8.0	8.0	16.0	14.0	11.0	10.0	10.0
ENSDARG00000062795	abcb7	83.0	61.0	68.0	74.0	65.0	38.0	17.0	16.0	40.0	33.0	38.0	37.0	30.0	29.0	21.0	28.0	31.0	20.0
ENSDARG00000062797	nell2b									0.1	1.0	3.0	4.0	9.0	18.0	29.0	47.0	41.0	46.0
ENSDARG00000062799	baiap2a	7.0	9.0	20.0	18.0	17.0	6.0	1.0	0.1	1.0	2.0	2.0	4.0	4.0	3.0	4.0	6.0	6.0	6.0
ENSDARG00000062801	erfl3		0.2	0.8	0.4	0.8	4.0	4.0	7.0	15.0	13.0	17.0	20.0	16.0	17.0	12.0	11.0	12.0	14.0
ENSDARG00000062806	ttll9								0.6	1.0	1.0	2.0	1.0	2.0	2.0	2.0	0.6	3.0	0.6
ENSDARG00000062808	CR786571.1		0.6	3.0	4.0	0.6				1.0	0.6		0.8				0.6		0.7
ENSDARG00000062812	glsa	1.0	2.0	3.0	3.0	2.0	0.5	0.5	2.0	3.0	2.0	3.0	4.0	4.0	7.0	8.0	12.0	15.0	8.0
ENSDARG00000062817	crym					2.0	1.0	0.7	1.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	1.0	6.0	3.0
ENSDARG00000062821	slc6a15							0.6		0.8			1.0	0.7	3.0	5.0	11.0	13.0	12.0
ENSDARG00000062823	pi4kab	5.0	5.0	12.0	10.0	6.0	4.0	3.0	1.0	0.1	0.1	0.2	0.5	0.4	0.9	1.0	2.0	4.0	4.0
ENSDARG00000062824	alx1									15.0	17.0	12.0	9.0	9.0	17.0	17.0	17.0	14.0	6.0
ENSDARG00000062830	tent5d																2.0	2.0	3.0
ENSDARG00000062831	si:ch73-22o12.1	37.0	42.0	54.0	68.0	58.0	52.0	32.0	28.0	22.0	18.0	17.0	15.0	17.0	18.0	15.0	17.0	19.0	19.0
ENSDARG00000062834	ecsit	3.0	10.0	49.0	55.0	41.0	13.0	10.0	11.0	18.0	17.0	22.0	19.0	16.0	21.0	17.0	20.0	14.0	8.0
ENSDARG00000062837	spata13	38.0	33.0	84.0	80.0	33.0	7.0	2.0	9.0	22.0	20.0	20.0	28.0	28.0	17.0	22.0	16.0	14.0	11.0
ENSDARG00000062846	tmtc3	7.0	13.0	42.0	47.0	36.0	20.0	17.0	23.0	35.0	29.0	31.0	29.0	24.0	25.0	20.0	18.0	17.0	14.0
ENSDARG00000062849	kcnk10a						0.6	0.4	0.9	0.5						0.6	3.0	3.0	5.0
ENSDARG00000062854	sdk1b	0.1	0.3	2.0	1.0	0.7	0.5	0.2			0.4	1.0	2.0	2.0	3.0	3.0	2.0	2.0	2.0
ENSDARG00000062855	plekhg7	0.2		1.0		0.2	4.0	4.0	1.0	8.0	11.0	11.0	11.0	9.0	9.0	6.0	5.0	6.0	6.0
ENSDARG00000062864	gk5	7.0	12.0	17.0	19.0	7.0	3.0	5.0	12.0	18.0	18.0	21.0	25.0	24.0	18.0	13.0	19.0	19.0	9.0
ENSDARG00000062865	mras				0.5	0.7	0.7	0.9	1.0	2.0	2.0	5.0	5.0	6.0	11.0	12.0	19.0	17.0	17.0
ENSDARG00000062868	eea1	3.0	5.0	18.0	24.0	16.0	11.0	4.0	3.0	7.0	4.0	6.0	7.0	6.0	7.0	5.0	6.0	7.0	8.0
ENSDARG00000062872	mrs2	41.0	67.0	62.0	55.0	17.0	5.0	5.0	10.0	16.0	11.0	13.0	10.0	10.0	9.0	8.0	6.0	9.0	6.0
ENSDARG00000062873	slc2a11l				0.5													2.0	2.0
ENSDARG00000062874	hcar1-3																1.0	2.0	3.0
ENSDARG00000062880	cntn3a.1			1.0	0.3	0.5		0.2	0.3	1.0	1.0	1.0	2.0	2.0	2.0	3.0	6.0	6.0	6.0
ENSDARG00000062884	map3k2	0.8	2.0	19.0	17.0	5.0	0.4	0.5		0.4	0.3	0.8	0.9	1.0	1.0	0.8	2.0	4.0	3.0
ENSDARG00000062887	steap2												0.3	0.9	1.0	3.0	5.0	6.0	5.0
ENSDARG00000062892	foxe3									5.0	8.0	11.0	6.0	6.0	2.0	4.0	1.0	1.0	0.8
ENSDARG00000062893	si:dkey-103i16.6	104.0	110.0	63.0	47.0	17.0	2.0		1.0	7.0	1.0	3.0	3.0	3.0	3.0	3.0	4.0	4.0	5.0
ENSDARG00000062897	tnksb	63.0	51.0	142.0	124.0	75.0	44.0	49.0	43.0	31.0	26.0	28.0	27.0	26.0	33.0	33.0	29.0	31.0	32.0
ENSDARG00000062900	si:ch211-81a5.1									2.0	1.0	5.0	5.0	7.0	13.0	7.0	5.0	5.0	5.0
ENSDARG00000062902	si:dkey-220f10.4							0.5		2.0	2.0	2.0	0.6	2.0	1.0	2.0	15.0	12.0	13.0
ENSDARG00000062904	idua	0.5	0.7	1.0	0.7	0.6	0.3	0.1	1.0	3.0	4.0	5.0	5.0	4.0	2.0	2.0	3.0	3.0	2.0
ENSDARG00000062906	kcnv2b					0.5	1.0	1.0								0.6	3.0	6.0	8.0
ENSDARG00000062909	furina	6.0	7.0	18.0	17.0	13.0	7.0	6.0	10.0	13.0	9.0	13.0	12.0	11.0	11.0	14.0	16.0	18.0	14.0
ENSDARG00000062915	polr3b	37.0	20.0	21.0	19.0	12.0	15.0	21.0	24.0	37.0	33.0	33.0	29.0	16.0	15.0	11.0	13.0	16.0	17.0
ENSDARG00000062916	mrpl37	3.0	3.0	29.0	31.0	24.0	33.0	52.0	71.0	106.0	104.0	100.0	87.0	69.0	66.0	57.0	61.0	58.0	49.0
ENSDARG00000062919	tceanc2	24.0	67.0	75.0	67.0	57.0	57.0	55.0	38.0	32.0	24.0	23.0	19.0	15.0	15.0	14.0	12.0	7.0	6.0
ENSDARG00000062924	si:ch211-243o19.4									0.6	3.0	2.0	1.0	1.0		0.6			0.7
ENSDARG00000062929	FAM83G		0.5	2.0	2.0	3.0	18.0	17.0	20.0	18.0	11.0	15.0	11.0	9.0	8.0	8.0	8.0	8.0	7.0
ENSDARG00000062933	cmip	6.0	18.0	47.0	51.0	47.0	36.0	35.0	46.0	35.0	30.0	35.0	41.0	38.0	39.0	45.0	47.0	50.0	46.0
ENSDARG00000062934	gpr12									0.1			0.8	0.1	1.0	1.0	2.0	3.0	3.0
ENSDARG00000062936	ndnf					0.6	8.0	8.0	4.0	13.0	16.0	19.0	19.0	17.0	16.0	21.0	22.0	20.0	18.0
ENSDARG00000062942	kcna1a												0.1	0.6	1.0	2.0	6.0	8.0	9.0
ENSDARG00000062943	taco1	2.0	6.0	12.0	15.0	9.0	3.0	3.0	5.0	6.0	7.0	10.0	6.0	6.0	9.0	5.0	8.0	9.0	5.0
ENSDARG00000062947	amn												0.8	0.9	0.6	0.7	3.0	11.0	8.0
ENSDARG00000062948	wasf3b	5.0	7.0	32.0	25.0	41.0	59.0	88.0	90.0	127.0	142.0	126.0	107.0	103.0	105.0	74.0	48.0	45.0	52.0
ENSDARG00000062949	nt5dc3	0.4	4.0	17.0	15.0	9.0	2.0	0.8	0.4	0.8	0.6	1.0	1.0	2.0	3.0	2.0	2.0	4.0	3.0
ENSDARG00000062954	clk2a	9.0	5.0	6.0	3.0	13.0	20.0	32.0	39.0	46.0	50.0	47.0	46.0	44.0	55.0	49.0	53.0	57.0	71.0
ENSDARG00000062955	dipk1aa	6.0	11.0	40.0	47.0	21.0	3.0	1.0	1.0	1.0	1.0	2.0	2.0	4.0	5.0	6.0	9.0	8.0	8.0
ENSDARG00000062956	dagla	1.0	2.0	11.0	15.0	10.0	3.0	0.4	0.1	0.3	0.1	0.9	2.0	2.0	4.0	6.0	12.0	11.0	11.0
ENSDARG00000062959	zgc:158785						0.5	0.8	0.5		0.1	0.7	1.0	1.0	1.0	0.6	4.0	5.0	4.0
ENSDARG00000062960	armc10	11.0	12.0	7.0	8.0	4.0	2.0	1.0	3.0	5.0	4.0	4.0	3.0	4.0	5.0	5.0	6.0	6.0	5.0
ENSDARG00000062962	kmt2ba	81.0	72.0	97.0	84.0	27.0	24.0	24.0	21.0	21.0	18.0	17.0	17.0	14.0	17.0	12.0	9.0	12.0	12.0
ENSDARG00000062964	si:dkey-246g23.2	5.0	13.0	5.0	4.0	1.0							1.0				1.0	1.0	3.0
ENSDARG00000062965	dennd10	16.0	14.0	32.0	47.0	8.0	3.0	3.0	4.0	7.0	6.0	9.0	8.0	6.0	8.0	7.0	9.0	11.0	9.0
ENSDARG00000062967	kcng4a								0.8	1.0	0.4	0.9	1.0	1.0	0.8	2.0	3.0	4.0	3.0
ENSDARG00000062968	sbf1	24.0	35.0	38.0	35.0	34.0	22.0	8.0	11.0	18.0	15.0	18.0	19.0	18.0	20.0	17.0	19.0	19.0	18.0
ENSDARG00000062970	niban2a	182.0	181.0	153.0	110.0	15.0	4.0	4.0	7.0	10.0	9.0	12.0	14.0	13.0	10.0	11.0	10.0	9.0	6.0
ENSDARG00000062971	sdhaf2	4.0	5.0	12.0	17.0	14.0	11.0	7.0	10.0	19.0	20.0	29.0	19.0	16.0	17.0	13.0	21.0	20.0	19.0
ENSDARG00000062972	hip1	30.0	29.0	23.0	26.0	23.0	38.0	36.0	58.0	40.0	26.0	28.0	19.0	18.0	18.0	13.0	13.0	15.0	16.0
ENSDARG00000062973	ttll7	12.0	16.0	15.0	15.0	8.0	4.0	1.0	0.5	2.0	2.0	4.0	3.0	5.0	9.0	10.0	14.0	11.0	9.0
ENSDARG00000062974	itga2.2			0.3							0.3	0.2	2.0	1.0	0.5	1.0	2.0	2.0	2.0
ENSDARG00000062976	iffo1a	5.0	9.0	17.0	8.0	3.0	0.7		0.3	0.3					0.4	0.3	3.0	4.0	4.0
ENSDARG00000062977	samd13	8.0	15.0	53.0	61.0	44.0	15.0	8.0	9.0	8.0	10.0	10.0	10.0	11.0	11.0	15.0	21.0	17.0	15.0
ENSDARG00000062978	ccdc151									4.0	7.0	5.0	3.0	3.0	3.0	2.0	2.0	0.9	2.0
ENSDARG00000062983	fbxo18	3.0	7.0	55.0	59.0	38.0	54.0	67.0	45.0	19.0	13.0	11.0	11.0	8.0	9.0	6.0	5.0	6.0	7.0
ENSDARG00000062986	pnpla7a	7.0	22.0	31.0	45.0	31.0	23.0	14.0	6.0	10.0	9.0	11.0	10.0	9.0	9.0	8.0	9.0	11.0	9.0
ENSDARG00000062987	tyw1	184.0	170.0	128.0	127.0	105.0	74.0	49.0	28.0	43.0	39.0	37.0	32.0	26.0	19.0	16.0	14.0	11.0	12.0
ENSDARG00000062991	abi1b	8.0	15.0	28.0	26.0	16.0	11.0	9.0	6.0	4.0	3.0	4.0	3.0	3.0	6.0	6.0	4.0	7.0	7.0
ENSDARG00000062995	si:dkey-14o18.2			1.0	1.0	1.0	0.3										0.7	4.0	4.0
ENSDARG00000062997	hyal2b	4.0	6.0	10.0	8.0	9.0	31.0	25.0	39.0	36.0	20.0	22.0	19.0	13.0	11.0	10.0	9.0	8.0	6.0
ENSDARG00000062998	pglyrp2												0.8	0.6		0.3	2.0	4.0	4.0
ENSDARG00000063001	atp8a1	9.0	9.0	12.0	17.0	7.0	3.0	0.8		1.0	0.9	1.0	0.3	1.0	1.0	1.0	2.0	3.0	3.0
ENSDARG00000063003	alkbh5	7.0	14.0	41.0	40.0	23.0	9.0	9.0	20.0	26.0	21.0	21.0	15.0	10.0	14.0	11.0	12.0	10.0	9.0
ENSDARG00000063005	anapc7	5.0	10.0	38.0	39.0	39.0	41.0	44.0	34.0	26.0	21.0	20.0	17.0	19.0	18.0	11.0	11.0	14.0	12.0
ENSDARG00000063006	cacng7a														0.7	0.7	4.0	4.0	5.0
ENSDARG00000063007	apc2		0.1	0.9	2.0	0.2					0.2	1.0	2.0	4.0	9.0	19.0	20.0	23.0	24.0
ENSDARG00000063008	si:dkeyp-27e10.3			0.4		0.1	0.1	0.1	0.6	0.4	0.1	0.5	0.8	1.0	3.0	4.0	13.0	15.0	14.0
ENSDARG00000063009	catip					0.7	0.7			4.0	5.0	5.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0
ENSDARG00000063011	antxr2b												0.7	0.6		2.0	3.0	4.0	4.0
ENSDARG00000063014	dbpa			0.3	0.5	0.3	0.3				0.3	0.3	1.0	0.6	1.0	2.0	25.0	35.0	33.0
ENSDARG00000063018	fam78ba										0.4	1.0	1.0	2.0	5.0	5.0	6.0	4.0	4.0
ENSDARG00000063019	panx2													0.2			2.0	2.0	2.0
ENSDARG00000063021	rpain	1217.0	889.0	186.0	174.0	65.0	15.0	10.0	10.0	10.0	10.0	9.0	9.0	5.0	6.0	9.0	8.0	8.0	7.0
ENSDARG00000063026	mlc1													0.8	2.0	2.0	4.0	8.0	10.0
ENSDARG00000063030	mesd	0.6	4.0	11.0	17.0	15.0	35.0	46.0	69.0	80.0	76.0	68.0	67.0	59.0	41.0	40.0	36.0	31.0	20.0
ENSDARG00000063031	rad54l2	19.0	19.0	40.0	37.0	41.0	44.0	46.0	39.0	30.0	27.0	27.0	22.0	21.0	28.0	19.0	12.0	12.0	13.0
ENSDARG00000063032	dok6	23.0	17.0	25.0	23.0	12.0	4.0	0.7			0.5				0.6	0.6	3.0	2.0	3.0
ENSDARG00000063036	psd2									0.9	3.0	4.0	5.0	6.0	13.0	16.0	13.0	11.0	10.0
ENSDARG00000063037	lipea		1.0	6.0	4.0	2.0		0.3	1.0	0.6	0.3	1.0	0.4	1.0		1.0	2.0	3.0	3.0
ENSDARG00000063040	btbd11b	0.4	1.0	2.0	2.0	2.0	0.6			2.0	0.6		0.4	0.4	0.7	1.0	2.0	3.0	3.0
ENSDARG00000063049	thtpa	22.0	28.0	48.0	44.0	23.0	7.0	6.0	9.0	12.0	9.0	7.0	6.0	6.0	6.0	4.0	5.0	5.0	4.0
ENSDARG00000063050	rc3h2		0.4	2.0	1.0	1.0	1.0	0.7	0.3	0.6	0.7	2.0	2.0	0.9	1.0	1.0	2.0	3.0	3.0
ENSDARG00000063051	bap1	6.0	13.0	23.0	20.0	29.0	32.0	37.0	35.0	25.0	20.0	19.0	16.0	15.0	20.0	17.0	12.0	11.0	11.0
ENSDARG00000063054	shank3b									0.1	0.6	2.0	2.0	2.0	3.0	2.0	5.0	6.0	7.0
ENSDARG00000063056	tulp4b	1.0	0.8	0.8	1.0	0.4				0.2		0.1	0.4	0.9	2.0	3.0	12.0	15.0	16.0
ENSDARG00000063059	abcg8																0.7	1.0	2.0
ENSDARG00000063062	ubn2a	99.0	105.0	136.0	112.0	82.0	38.0	37.0	44.0	28.0	23.0	22.0	17.0	15.0	19.0	13.0	10.0	12.0	15.0
ENSDARG00000063068	syne1b	0.1		0.1		0.1	0.1			0.2	0.7	1.0	1.0	1.0	2.0	3.0	5.0	5.0	5.0
ENSDARG00000063069	gripap1	23.0	20.0	34.0	36.0	12.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	6.0	5.0	5.0	8.0	7.0
ENSDARG00000063075	soga1						0.5	2.0	14.0	6.0	4.0	6.0	11.0	9.0	8.0	9.0	9.0	11.0	10.0
ENSDARG00000063076	atrip	28.0	40.0	70.0	73.0	48.0	13.0	6.0	8.0	14.0	15.0	20.0	21.0	17.0	16.0	11.0	9.0	7.0	8.0
ENSDARG00000063078	abcg5																1.0	4.0	4.0
ENSDARG00000063079	ago3b	15.0	27.0	42.0	36.0	15.0	3.0	1.0	2.0	2.0	1.0	4.0	3.0	2.0	2.0	2.0	3.0	2.0	1.0
ENSDARG00000063088	si:dkey-211g8.6				1.0														
ENSDARG00000063089	ccm2l	0.1	0.1		0.3							0.3	0.5	0.6	0.2	0.4	1.0	1.0	1.0
ENSDARG00000063095	ctsf	14.0	7.0	2.0	4.0	7.0	7.0	5.0	9.0	30.0	35.0	48.0	46.0	45.0	56.0	63.0	106.0	123.0	129.0
ENSDARG00000063097	scube1			0.1	0.1		0.6	2.0	2.0	2.0	2.0	3.0	4.0	4.0	3.0	3.0	5.0	6.0	5.0
ENSDARG00000063100	psmd14	40.0	94.0	143.0	146.0	133.0	135.0	130.0	123.0	173.0	196.0	197.0	173.0	147.0	184.0	134.0	103.0	77.0	71.0
ENSDARG00000063101	man2a2	8.0	7.0	19.0	17.0	15.0	11.0	7.0	7.0	16.0	14.0	14.0	15.0	13.0	14.0	14.0	16.0	16.0	16.0
ENSDARG00000063126	gusb	0.5	2.0	1.0	2.0	4.0	10.0	12.0	15.0	37.0	59.0	69.0	39.0	29.0	22.0	15.0	21.0	29.0	24.0
ENSDARG00000063129	si:ch211-38m6.7													0.5		1.0	0.6	1.0	2.0
ENSDARG00000063133	slc4a10a		0.3	0.1		0.6	17.0	18.0	16.0	4.0	1.0	0.9	2.0	2.0	4.0	12.0	48.0	48.0	48.0
ENSDARG00000063140	exd3	54.0	60.0	50.0	37.0	43.0	35.0	21.0	4.0	5.0	3.0	4.0	4.0	3.0	3.0	2.0	5.0	5.0	5.0
ENSDARG00000063144	shisa7b						0.1		0.3	2.0	4.0	5.0	4.0	5.0	10.0	13.0	27.0	27.0	29.0
ENSDARG00000063145	tfam	2.0	3.0	17.0	22.0	21.0	24.0	28.0	40.0	89.0	111.0	95.0	79.0	70.0	70.0	48.0	40.0	35.0	32.0
ENSDARG00000063149	tmtc1	0.4	0.5	1.0	0.7	0.8	0.6	0.3	0.4	3.0	2.0	2.0	2.0	4.0	6.0	7.0	10.0	11.0	10.0
ENSDARG00000063150	nrxn2b			1.0	1.0	0.6	0.7	2.0	1.0	0.3	0.2	2.0	3.0	4.0	8.0	12.0	25.0	27.0	30.0
ENSDARG00000063153	bcl11ab										2.0	3.0	7.0	23.0	59.0	44.0	22.0	22.0	17.0
ENSDARG00000063155	dcaf12	3.0	8.0	61.0	57.0	43.0	46.0	40.0	34.0	30.0	22.0	27.0	23.0	18.0	27.0	25.0	31.0	31.0	33.0
ENSDARG00000063157	mapk8ip2											0.6	1.0	2.0	2.0	5.0	9.0	14.0	15.0
ENSDARG00000063158	SLC24A2			0.4											0.6	0.8	3.0	7.0	8.0
ENSDARG00000063159	si:dkey-32e23.4	1.0	2.0	7.0	7.0	5.0	3.0	0.8	0.3	0.3		1.0	1.0	1.0	2.0	3.0	3.0	4.0	5.0
ENSDARG00000063161	ppwd1	4.0	8.0	13.0	13.0	23.0	82.0	122.0	99.0	85.0	70.0	66.0	54.0	39.0	37.0	25.0	18.0	18.0	14.0
ENSDARG00000063162	cmtm8b			1.0	0.5	0.4				0.3		0.3		0.3		0.5	0.7	1.0	2.0
ENSDARG00000063167	chkb	20.0	22.0	37.0	26.0	9.0	3.0	1.0	4.0	14.0	15.0	16.0	10.0	9.0	14.0	9.0	11.0	9.0	8.0
ENSDARG00000063169	ubn1	11.0	14.0	26.0	21.0	7.0	2.0	0.8		0.7					0.5	2.0	3.0	3.0	2.0
ENSDARG00000063177	manf	71.0	66.0	201.0	228.0	76.0	25.0	15.0	21.0	25.0	35.0	42.0	47.0	42.0	38.0	44.0	42.0	30.0	9.0
ENSDARG00000063180	dock3	0.1	0.1	0.2	0.2							0.1	0.2	0.4	0.8	1.0	5.0	6.0	7.0
ENSDARG00000063182	rc3h1b	7.0	14.0	32.0	47.0	36.0	32.0	27.0	31.0	22.0	16.0	22.0	21.0	19.0	19.0	14.0	15.0	16.0	15.0
ENSDARG00000063186	BEND7				0.3						0.3	0.1				0.2	0.4	0.5	0.4
ENSDARG00000063187	agpat5	132.0	117.0	110.0	119.0	91.0	51.0	59.0	81.0	87.0	44.0	52.0	44.0	32.0	26.0	19.0	24.0	25.0	17.0
ENSDARG00000063190	zranb1b	18.0	25.0	63.0	59.0	53.0	33.0	30.0	24.0	21.0	17.0	15.0	14.0	15.0	21.0	21.0	36.0	42.0	55.0
ENSDARG00000063191	extl2	53.0	52.0	15.0	14.0	6.0	2.0	0.5	0.7	4.0	4.0	5.0	2.0	3.0	2.0	2.0	3.0	3.0	3.0
ENSDARG00000063194	lin54	2.0	7.0	18.0	16.0	15.0	17.0	22.0	23.0	23.0	21.0	21.0	20.0	17.0	19.0	13.0	9.0	10.0	9.0
ENSDARG00000063195	pxk	5.0	4.0	39.0	61.0	24.0	29.0	27.0	27.0	15.0	9.0	8.0	7.0	7.0	11.0	10.0	15.0	17.0	18.0
ENSDARG00000063197	golga2	38.0	36.0	57.0	42.0	34.0	16.0	13.0	17.0	10.0	6.0	9.0	10.0	8.0	8.0	9.0	12.0	13.0	11.0
ENSDARG00000063207	erbb4a			0.2		0.2									0.2	0.7	1.0	2.0	2.0
ENSDARG00000063211	exoc8	19.0	36.0	39.0	39.0	31.0	33.0	34.0	29.0	18.0	12.0	16.0	14.0	16.0	13.0	11.0	14.0	14.0	14.0
ENSDARG00000063212	prmt2	5.0	15.0	16.0	11.0	10.0	3.0	3.0	8.0	12.0	8.0	13.0	10.0	8.0	4.0	3.0	5.0	5.0	4.0
ENSDARG00000063213	mtif2	18.0	21.0	62.0	61.0	44.0	7.0	7.0	8.0	17.0	17.0	18.0	18.0	14.0	18.0	12.0	13.0	12.0	9.0
ENSDARG00000063215	lrrc3b	0.7	0.8	3.0	4.0	0.8											1.0	3.0	1.0
ENSDARG00000063218	ppm1la	27.0	42.0	97.0	103.0	117.0	45.0	14.0	11.0	36.0	41.0	34.0	31.0	36.0	37.0	29.0	30.0	33.0	33.0
ENSDARG00000063219	ubap2l	19.0	31.0	57.0	57.0	47.0	50.0	57.0	73.0	67.0	61.0	65.0	53.0	46.0	46.0	36.0	38.0	45.0	51.0
